GeoID,TractNum,TotalValueSampleUnits,MedianPropertyValue,TotalRentSampleUnits,MedianGrossRent,TotalIncomeSampleHouseholds,MedianIncome,TotalOccupationSamplePop,PercentOccupation_management_business_science_arts ,PercentOccupation_sales_office,TotalIndustrySamplePop,PercentIndustry_wholesale trade,PercentIndustry_information,PercentIndustry_finance and insurance_real estate,PercentIndustry_professional_scientific_management_administrative_wastemanagement,PercentIndustry_educational_healthcare_socialAssistance,PercentIndustry_PublicAdmin,TotalEducSample_over25,PercentEducAttainment_BachelorOrHigher
1400000US42101001002,10.02,1053,490400,746,1339,1827,90699,2365,76.7,15.6,2365,5.2,9.4,11,22.3,30.9,2.7,2803,78.6
1400000US42101001101,11.01,692,366200,1357,1002,2099,45203,2093,66.3,18.2,2093,1.2,4.2,2.7,18.1,38.8,3.1,2529,70.9
1400000US42101001102,11.02,555,435600,851,1129,1406,68214,1761,80.2,16.1,1761,2.7,1.9,9.7,25.2,38.4,2.9,1830,89.4
1400000US42101001201,12.01,800,501100,955,1180,1767,80547,2262,75.6,20.2,2262,0.5,3.9,13,25.4,33.6,2.5,2617,78.6
1400000US42101001202,12.02,797,518400,1938,1141,2743,60346,3186,74.8,15.5,3186,2,7.8,11.2,23.3,31.9,2.4,3819,79.8
1400000US42101001300,13,1475,319500,816,1025,2318,53947,2791,59,19.5,2791,2.3,5.2,8.5,16.4,36.4,7.2,3762,50.9
1400000US42101001400,14,810,386100,1138,967,1971,58125,2665,58,22.5,2665,1.5,6.8,9.4,15.4,29.6,4.7,2915,66.5
1400000US42101001500,15,645,375700,602,1058,1247,62591,1849,59.9,11.7,1849,1.7,3,8.3,13.1,35.9,1.7,2133,57.7
1400000US42101001600,16,457,493400,616,1045,1083,62266,1501,63.8,14.9,1501,1.4,6.2,4.6,13.1,22.4,5.5,1566,65.8
1400000US42101001700,17,901,391300,526,1248,1435,72083,2069,64.3,18.5,2069,2.8,3.3,8.8,18.2,22.8,5.6,2340,67.9
1400000US42101001800,18,724,367600,538,935,1342,58968,1873,64.8,14.8,1873,3,4.4,10.5,15,27.3,4.8,2220,57.2
1400000US42101001900,19,534,326700,461,873,1005,48523,1423,46.7,26.5,1423,3.6,6.4,4.1,20.9,24.8,9.3,2120,41.5
1400000US42101002000,20,466,94600,244,612,786,14153,689,27.9,12.9,689,0,2.2,4.1,8.6,38,2.5,1093,22.6
1400000US42101002100,21,478,107500,387,772,880,30197,796,25.4,21.6,796,1.1,12.7,5.8,11.7,34.8,1.3,1118,16.5
1400000US42101002200,22,296,137700,562,827,874,20789,804,31.6,36.7,804,0,2.4,9.3,12.3,23.6,7,1250,37.9
1400000US42101002300,23,601,223100,569,817,1170,27667,1573,33.9,24.7,1573,6.2,6.1,3.7,9.9,16,2.9,2047,28.9
1400000US42101002400,24,896,237200,1001,946,1944,39080,2787,41.2,20.1,2787,1.4,4.7,2.9,11,28.9,1,3001,42.8
1400000US42101002500,25,617,272100,924,754,1599,27123,1515,45.3,22.2,1515,1.3,6.2,5,8.6,28.6,4.6,2469,28.8
1400000US42101002701,27.01,518,224300,1064,706,1619,24291,1867,25.9,21.4,1867,15.6,0,7,5.4,21.7,5.5,2341,17.4
1400000US42101002702,27.02,987,219700,397,966,1450,58828,1832,50.4,29.9,1832,2.5,6.6,5.9,13.3,29.2,15.9,2525,39
1400000US42101002801,28.01,762,154200,721,735,1507,29076,1927,22.6,13.9,1927,5.3,3.4,0.5,8,8.3,0,2765,15.8
1400000US42101002802,28.02,1239,199100,573,773,1910,40927,2353,42,25.3,2353,4.9,3.1,5.3,16.7,19.8,0.8,3677,26.8
1400000US42101002900,29,1220,226000,688,812,1947,43828,1946,49.5,20.3,1946,2.9,5.7,6.3,13.9,27,6.9,3086,32.3
1400000US42101003001,30.01,934,104100,522,578,1501,31243,1641,26.1,27.4,1641,1.9,0.9,5,11.9,19.2,7.4,2750,17
1400000US42101003002,30.02,589,115200,516,858,1201,21910,961,23.5,25.5,961,0,4,7.6,8.9,33.7,0,1777,9.7
1400000US42101003100,31,1094,76100,677,641,1856,24091,1065,22.3,14.8,1065,5.4,0,3.1,18.3,22.3,10.4,2601,10.7
1400000US42101003200,32,1085,60200,614,862,1828,25980,1252,11.2,30.8,1252,0,0,8,14.9,27.4,10.8,2991,3.1
1400000US42101003300,33,960,76700,1287,819,2281,24097,2010,14.6,25.9,2010,5.8,0,4.7,10.1,24.2,3.1,3626,5.6
1400000US42101003600,36,1186,118900,1517,341,2752,18487,1780,28.4,18.8,1780,1.2,0.7,9.6,9.4,29.7,6.2,3772,14.3
1400000US42101003701,37.01,1072,66200,1102,908,2283,29379,2058,18.7,19.2,2058,0,2.5,6.1,6.8,36.3,3.2,3899,9.5
1400000US42101003702,37.02,855,100800,443,860,1298,31328,1244,25.1,29.8,1244,0,0.6,6.3,3.1,27.1,2,2057,15.5
1400000US42101003800,38,1346,206300,316,786,1677,52031,1766,48.1,29.8,1766,0.7,1.9,3,15.3,26.6,9.7,2955,27.3
1400000US42101003901,39.01,1437,137100,939,761,2438,39000,2899,29.1,29.4,2899,2,4.1,2.9,12.3,18.9,6.2,4602,17.2
1400000US42101003902,39.02,1996,205400,246,696,2268,49517,2599,26.7,37.6,2599,1.2,1.8,11.7,7.8,22,9.6,3814,16.3
1400000US42101004001,40.01,1321,172100,552,679,1898,35441,2085,42.1,25,2085,3,1,8.8,18.3,17.9,7.6,3181,25.2
1400000US42101004002,40.02,1595,174500,426,607,2088,40000,2248,32.4,26.6,2248,3.5,0,3.7,19.3,23,5.6,3519,17.3
1400000US42101004101,41.01,851,90900,997,776,1861,22220,2068,10.4,40.5,2068,1.2,1.6,4.6,15.4,17.6,1.7,3483,7.7
1400000US42101004102,41.02,1265,119300,1189,935,2454,35544,2912,5.9,37.3,2912,6.1,1.1,6.8,4.6,12.2,2.5,4487,11.4
1400000US42101004201,42.01,1465,164900,505,778,2044,40278,2569,26.8,33,2569,2.6,1.7,5.6,14.7,21.8,7.6,3720,16.5
1400000US42101004202,42.02,1366,127600,344,810,1719,38237,2106,24.5,32.7,2106,4.2,1.4,6.1,12.2,18.4,8.4,3418,10.4
1400000US42101005400,54,271,181000,359,1066,654,60270,798,42.1,32.7,798,4.8,0,0.8,20.8,5.4,13.3,1027,31.8
1400000US42101005500,55,1722,137300,655,1095,2384,47708,2887,26.2,25.6,2887,1.8,0.9,3.6,5.1,33.5,12,4183,17.4
1400000US42101005600,56,56,186100,425,1067,481,46321,538,38.7,20.1,538,0,0,0,19.3,27,2.4,772,21.5
1400000US42101006000,60,1728,106000,635,786,2411,46343,2924,22,25.4,2924,0,0,6.7,3.6,39.2,16.1,4271,13
1400000US42101006100,61,938,92000,206,740,1154,45185,1395,20.9,32,1395,1.4,0,3.3,11.8,28.3,11,2017,13.3
1400000US42101006200,62,922,90100,412,978,1364,29899,1552,15.5,28.5,1552,1.7,0,5.7,12.2,20.5,10.3,1968,7.7
1400000US42101006300,63,530,84800,667,695,1218,26324,1274,15.4,29.1,1274,3.8,1,4.5,12.4,16.6,6.8,1964,9.6
1400000US42101006400,64,783,87800,603,783,1419,31264,1379,26.2,18.3,1379,2.1,1.5,2.6,4.6,36.5,5.2,2419,10.6
1400000US42101006500,65,1007,74100,721,846,1728,32171,2144,21.7,32,2144,0,1.7,7.5,6.6,29.8,5.9,3217,6.9
1400000US42101006600,66,376,82500,1032,769,1430,26624,1681,31.4,18.3,1681,0,2.3,0,15,40.6,3,2591,1.7
1400000US42101006700,67,1060,77000,1149,819,2322,28049,2480,32.8,21.6,2480,0,0.8,4.4,10.4,24.1,9.2,3574,9.5
1400000US42101006900,69,246,61100,774,265,1020,20030,1020,19.7,27.3,1020,0.2,1.4,6.4,11.1,29.9,6.9,1384,5.1
1400000US42101007000,70,899,55400,649,945,1574,33702,1475,22.8,28.8,1475,1.3,1.5,5.2,4.4,32.7,11,3168,9.9
1400000US42101007101,71.01,394,59400,434,863,878,30586,660,24.1,34.1,660,2.4,3.3,4.2,7.9,37,4.4,1673,5.1
1400000US42101007102,71.02,1022,65900,637,843,1717,26590,1586,21.1,26.8,1586,0,2.5,10.8,5.9,28.5,7.1,3264,9.4
1400000US42101007200,72,1030,60800,589,733,1739,27007,1482,25.6,28.3,1482,2.4,2,6.7,12.2,32.3,12.1,2854,11.2
1400000US42101007300,73,612,74900,452,825,1119,24741,1257,20.8,30.6,1257,2.6,1.9,2.2,8.8,34.8,1.3,1874,13
1400000US42101007400,74,980,61700,710,713,1734,25714,1605,33.8,20.1,1605,0,0,6.6,15.5,28.2,4.9,2646,12.4
1400000US42101007700,77,163,79300,557,708,739,31005,1163,40.3,26.1,1163,0,2.5,1.1,12.1,39.2,0.9,848,39
1400000US42101007800,78,574,370200,1392,795,2024,39759,2641,58.3,14.5,2641,2,2.6,3.5,16.1,32.7,2.1,2640,62.8
1400000US42101007900,79,735,332400,1323,887,2069,40115,2761,58.5,20.9,2761,0,0.7,12.6,15,46.7,3.5,3148,57.7
1400000US42101008000,80,919,96700,683,667,1602,33511,1488,40.9,31.2,1488,1,0,6.3,9,38.8,7.2,2739,24.5
1400000US42101008101,81.01,560,72000,331,699,947,25110,738,14.4,28,738,0,4.5,1.1,10.4,24.5,13.3,1501,9.3
1400000US42101008102,81.02,1238,75300,493,769,1783,32423,1950,14.6,28.5,1950,1.1,2.7,10.2,7.4,25.1,12.1,3090,12.9
1400000US42101008200,82,1945,88900,594,797,2580,37708,2882,22.2,33.2,2882,0,1.7,9,5.3,37.8,4.5,5078,11.9
1400000US42101008301,83.01,840,73800,768,683,1616,23484,1309,23.6,38.5,1309,0,4.1,3.7,21.8,36.4,11.7,2868,7.5
1400000US42101008302,83.02,838,78000,699,749,1652,22706,1459,13.4,32.7,1459,2,1.2,6.8,3.1,41.3,0,2397,5.5
1400000US42101008400,84,1075,73600,656,732,1775,27313,1783,29.2,26.8,1783,0.8,1.3,5.8,5.8,47,7.3,2952,8.1
1400000US42101008500,85,1204,73700,1296,838,2633,25547,2246,17.4,21.7,2246,1.8,2.4,2.3,9,39.8,10.6,3839,12.5
1400000US42101008601,86.01,382,275000,1017,837,1399,45250,1812,56.6,19.9,1812,1.8,0.6,4.7,19.4,44.8,2.2,1983,51
1400000US42101008602,86.02,338,126500,905,625,1273,26963,1307,51.7,19.7,1307,0,0,6.4,20.5,43.8,0,1896,32.3
1400000US42101008701,87.01,353,361600,1472,910,1825,31062,2425,73,11.2,2425,0.9,3.2,2.4,18.6,41.5,2.5,2680,57.6
1400000US42101008702,87.02,153,523200,1319,949,1472,27297,1240,70.1,12.3,1240,0,7.7,0.8,14.4,53.4,0,1852,67
1400000US42101008801,88.01,0,,268,633,286,15357,527,59,24.7,527,0,10.4,10.4,5.1,49.7,0,157,30.6
1400000US42101008802,88.02,16,,1252,843,1285,12077,1866,49.2,29.7,1866,0.9,0,2.8,7.1,52.7,2.3,714,75.5
1400000US42101009000,90,151,403800,943,958,1094,23315,1993,40,35,1993,0.6,1.3,2.8,13.4,34.8,2.6,878,62.1
1400000US42101009100,91,263,242400,1079,615,1407,14438,1035,54.4,12.3,1035,1.1,2.1,2.4,8.9,43.1,9.1,1528,34.2
1400000US42101009200,92,383,107100,701,428,1129,19696,953,34.4,22.5,953,0,0,3.9,10.5,40.9,3.4,1619,17
1400000US42101009300,93,869,62700,675,633,1688,26838,1280,36,29.5,1280,0,0,4.8,9.7,42.2,9.8,2562,14.3
1400000US42101009400,94,491,54200,830,487,1410,19917,1088,21.1,18,1088,3.5,1.5,10.2,11.6,34.7,6.3,2231,5.3
1400000US42101009500,95,490,63400,738,667,1308,19516,1060,16.6,30.8,1060,1.5,3,11.6,5.5,37.9,1.1,2081,10.1
1400000US42101009600,96,781,71900,901,682,1682,25843,1510,18.3,18.3,1510,2.1,0,2.8,14,23.8,6.7,2588,5.7
1400000US42101009801,98.01,490,128100,464,961,954,51776,918,28.2,47.4,918,0,1.7,5.6,14.3,24.9,9.9,1358,21.5
1400000US42101009802,98.02,1669,132800,343,1000,2052,50429,2409,35.8,37.7,2409,1.1,0,7.6,13.1,36.9,7.8,3134,26.5
1400000US42101010000,100,1182,115700,600,719,1782,43262,2195,23.7,30.6,2195,0,2.8,9.6,11.9,25,9.2,2947,14.5
1400000US42101010100,101,1234,73400,790,817,2090,31092,2090,22.5,24.8,2090,0.7,0.4,9.7,8.4,40.8,11.3,3650,14.9
1400000US42101010200,102,609,71000,444,558,1117,17219,684,24.7,20,684,3.1,0,6.9,9.8,47.2,5.1,1627,4.3
1400000US42101010300,103,503,52000,426,750,976,21164,882,23.1,33.3,882,0,0,3.3,10.9,20.5,9.8,1511,9.7
1400000US42101010400,104,542,44300,564,608,1133,26047,958,26.3,21.7,958,0,1.1,5,5.1,38.5,8.1,1771,9.1
1400000US42101010500,105,391,92000,933,505,1334,19247,869,28,18.3,869,0,1.8,8.9,9.3,31.8,11.3,1940,9.5
1400000US42101010600,106,300,87800,236,475,547,27991,391,27.6,13,391,0,11.5,0,2.3,34.3,11.5,731,20.1
1400000US42101010700,107,461,63500,812,727,1273,18965,1321,7.9,29.8,1321,1.9,1.7,7.8,15.9,25.6,9.8,2091,7
1400000US42101010800,108,409,72000,856,628,1314,19147,842,34,16.6,842,0,4.6,10.1,10.7,30.8,1.2,2122,5.8
1400000US42101010900,109,375,88700,421,631,829,21063,801,34.1,32.1,801,0,2.9,3.4,3.6,32.5,17.5,1153,13.4
1400000US42101011000,110,569,63600,723,641,1317,23506,1123,22.8,24.5,1123,2.1,2.7,6.7,11,23.7,1.5,2349,11.8
1400000US42101011100,111,759,52600,600,671,1393,20602,1174,21.9,37.5,1174,0,3.7,5,11.7,30.5,5.1,2161,6
1400000US42101011200,112,1345,67200,699,736,2119,25261,1938,15.1,32,1938,0,3.4,7.2,3.4,40.4,5,3455,4.8
1400000US42101011300,113,888,88800,256,837,1165,38438,1004,27.8,26.3,1004,1.8,0,11.3,5.3,28.4,10,2080,8.4
1400000US42101011400,114,1527,99900,1268,694,2903,32599,2647,22.1,31.1,2647,0,3.4,10.1,12.4,35.2,7.7,4882,11.5
1400000US42101011500,115,1301,117900,369,942,1670,50823,2057,30.8,21,2057,0,5.5,8.6,5.2,40.7,7.9,2702,14.4
1400000US42101011700,117,269,214000,108,1370,377,57813,1183,28.7,48.9,1183,0,0.4,2.5,13.1,58.3,4.8,896,44
1400000US42101011800,118,1959,122500,232,860,2240,35365,2769,33,31.3,2769,2.1,1.6,3.5,15.5,32.7,12.1,4374,16.1
1400000US42101011900,119,1271,98400,805,731,2118,39322,2562,24.6,41,2562,2.2,1,3.7,12.3,36.7,7.7,3533,18.9
1400000US42101012000,120,344,222600,475,823,837,28080,812,42.2,28.6,812,2.2,0,19.2,7.3,33.9,7.1,1079,47.8
1400000US42101012100,121,523,175200,730,930,1273,37213,1101,28.9,41.1,1101,12.1,0.4,4.2,13.7,43.2,5.4,2219,33.8
1400000US42101012201,122.01,0,,2258,922,2302,20000,1380,62.1,13.9,1380,2,4.2,3.2,8.3,54.9,2.5,2487,41.9
1400000US42101012203,122.03,35,,785,901,831,19508,463,75.4,13.4,463,2.4,3.2,6.5,30.5,30.5,21.4,740,66.9
1400000US42101012204,122.04,935,175600,853,905,1897,43583,1518,50.1,24.4,1518,0,1,5,3.7,46.6,11.4,3055,39.3
1400000US42101012500,125,175,374400,2414,1392,2599,50129,2143,86.3,8,2143,0,3,8.5,20.4,43.9,6.1,2859,73.7
1400000US42101013100,131,170,233300,428,539,598,22364,382,46.9,32.2,382,0,3.7,0,9.9,32.5,0,943,19
1400000US42101013200,132,158,219700,749,406,944,14946,459,18.7,37.5,459,0,2.2,15.5,13.9,13.7,0,1870,7.1
1400000US42101013300,133,370,167500,847,868,1227,42031,1334,50,13,1334,0,6,4.1,16.1,28.6,2.8,1820,41.9
1400000US42101013401,134.01,887,388500,496,1053,1399,66067,1308,74.3,13.6,1308,4.1,6.8,6.7,14.1,33.1,2.6,1860,79
1400000US42101013402,134.02,513,495900,1034,1129,1547,75639,1905,75.1,10.1,1905,1,2.3,7.9,23.4,26.3,3.2,2350,72.8
1400000US42101013500,135,690,310900,614,856,1353,47679,1456,54.5,21.6,1456,3.8,3.6,5.9,16.3,41,6.1,2287,36.8
1400000US42101013601,136.01,966,349400,375,1251,1350,94833,1599,79.1,14.9,1599,6,3.5,6.3,24.8,31.6,2.3,1932,78.9
1400000US42101013602,136.02,1134,358700,509,1111,1643,67252,2284,67.9,18.4,2284,1,6.8,10.1,22.1,20.4,7.5,2682,63.7
1400000US42101013700,137,997,92900,606,830,1717,18760,1523,27.7,22.5,1523,0,0,6.2,17.6,29,2.6,2782,15.2
1400000US42101013800,138,471,67300,321,693,832,18063,672,4.9,31.5,672,0,0,1,9.5,35.9,5.7,1246,7.2
1400000US42101013900,139,146,92500,1021,405,1181,12844,782,26.6,21.2,782,0,0,5.6,9.8,40.8,9.8,1900,8.4
1400000US42101014000,140,277,150700,903,698,1180,22656,1116,28.9,31.8,1116,3.7,0,0.9,19.4,36.8,8.4,1591,15.6
1400000US42101014100,141,156,111800,682,422,851,14583,672,25,33.2,672,0,8.3,12.1,1,44.9,5.5,1481,10.5
1400000US42101014200,142,719,287400,607,1435,1387,63254,1948,53.6,22.3,1948,1.2,5.9,7,15.4,26.5,4.6,2241,53.1
1400000US42101014300,143,373,178500,258,806,657,54438,803,37,23.5,803,6.4,7.8,2.7,15.6,17.6,4.4,1037,37.8
1400000US42101014400,144,625,107100,482,741,1133,26034,1003,34.8,18.5,1003,1.8,3.5,0,13.8,18.4,6.8,1737,24.2
1400000US42101014500,145,161,86200,514,382,685,15485,492,6.9,25.6,492,2.4,6.9,2.4,12.2,31.1,1.8,826,2.4
1400000US42101014600,146,499,108800,492,391,998,19623,651,37.5,23.7,651,0,1.7,4.3,5.7,29.2,11.1,1362,16.4
1400000US42101014700,147,240,86600,769,597,1093,9666,991,19.5,37.8,991,1.1,1.2,6.1,3.8,30.1,2,1091,10
1400000US42101014900,149,616,56300,707,553,1345,20335,879,22.5,27.2,879,0,1.1,0,12.2,40.2,12.2,2265,4.2
1400000US42101015101,151.01,270,63500,606,548,927,25852,911,27.4,22,911,0,5.2,11.6,4.4,21.2,7.9,1354,22.4
1400000US42101015102,151.02,656,41500,1391,406,2080,11048,959,16.1,23.9,959,0,0,4.9,11.6,34.1,5.7,2648,4.5
1400000US42101015200,152,558,57600,1419,406,1997,14741,1280,16,22.3,1280,0,5,3.8,9.8,34.2,3.6,2951,1.7
1400000US42101015300,153,453,85600,660,673,1174,10848,1408,27.1,32.6,1408,0,2.5,3.5,6.7,43.7,7.6,1621,18.8
1400000US42101015600,156,234,85000,291,602,525,15885,463,47.7,30.2,463,7.8,5.2,6.9,6,25.3,7.3,933,1.3
1400000US42101015700,157,510,89700,454,765,981,24966,1039,20.4,24.2,1039,2,1.3,0,5.8,19.2,2.2,1450,12.8
1400000US42101015800,158,1645,168100,664,804,2309,53967,2678,42.7,27,2678,4,6.1,7.4,19.5,22.6,9.5,4064,33.1
1400000US42101016000,160,1935,143100,617,882,2606,49430,3213,34.3,23.8,3213,2.4,3.3,5.8,13.6,18.5,8.4,4951,22.7
1400000US42101016100,161,888,83300,662,836,1673,21384,1730,19.2,21.5,1730,4.3,4.2,2.7,2.6,22.7,3.6,2979,14.7
1400000US42101016200,162,170,84200,498,558,764,12449,527,23.3,29.8,527,3,5.1,0,4.9,19.5,8.5,1059,8.2
1400000US42101016300,163,519,57200,442,683,1072,14543,839,8.8,25.4,839,1.2,0,0,3.1,28.1,8.5,1713,4.9
1400000US42101016400,164,492,46300,871,429,1487,12365,1043,18.5,36.1,1043,0.9,2.2,3.6,6.5,19,5.5,2382,4
1400000US42101016500,165,397,35900,573,352,1014,12500,543,7.4,19,543,0,0,0,25.4,24.1,3.7,1557,2.8
1400000US42101016701,167.01,746,28200,330,593,1148,26466,877,36.8,23.9,877,7.5,3.4,3.4,14.6,25.8,13.2,1791,0.9
1400000US42101016702,167.02,504,43200,561,615,1113,14473,728,16.3,17.4,728,3.8,0,0,1.8,34.9,0,1593,4
1400000US42101016800,168,906,47600,453,734,1399,30830,1104,22.2,36.3,1104,1.4,2.2,12.8,18.8,31.8,3.3,2619,10.3
1400000US42101016901,169.01,816,44200,389,684,1335,19491,1050,17.2,27.8,1050,2.4,3.6,2.6,7.2,39.1,0.9,2216,4.7
1400000US42101016902,169.02,1155,39000,960,669,2218,22593,1728,25.8,16.1,1728,0.8,1.3,4.1,12.9,27.6,7.3,3430,6.3
1400000US42101017000,170,367,61100,718,773,1116,21869,1047,25.2,28.6,1047,1.7,3.2,4.5,13.4,32.7,12.4,1727,8
1400000US42101017100,171,1151,49100,491,787,1749,18250,1173,17.6,20.9,1173,6.3,2.3,2,5.6,29.5,8.7,2952,5.9
1400000US42101017201,172.01,657,66000,581,769,1268,25437,1082,8.5,51.4,1082,6.6,0,6.1,15.7,24.2,5.5,2028,4.6
1400000US42101017202,172.02,967,44600,533,844,1541,18842,1032,12.8,25.2,1032,2.8,0,10.5,1.4,25.3,16.1,2251,5.3
1400000US42101017300,173,745,51000,298,577,1186,21016,865,19.2,22.2,865,3.5,0,2,17.2,40.5,8.1,2154,5.2
1400000US42101017400,174,410,60400,204,667,645,17535,538,20.3,19.3,538,2.2,3.3,14.7,7.2,23.6,8,1234,8.6
1400000US42101017500,175,1218,33800,924,618,2401,13601,1274,14.9,28,1274,0,0,0.9,11.5,25.8,5.8,3934,4.1
1400000US42101017601,176.01,873,40900,1062,593,1948,10754,970,11.6,25.9,970,1,1.5,4,14.7,15.9,1.9,2731,1.9
1400000US42101017602,176.02,537,42300,564,805,1136,21118,1139,7.3,17.7,1139,4.1,0,1.9,8.7,22.3,8.3,2535,9.5
1400000US42101017701,177.01,399,62400,634,803,1084,15141,947,12.8,11.8,947,6.4,7.7,0,3.1,10.5,1.4,1714,5.8
1400000US42101017702,177.02,533,39500,775,753,1352,20144,1305,5.9,19.6,1305,3,0,6,16.6,16.8,0,2918,4.9
1400000US42101017800,178,913,53700,980,769,1917,20824,2026,10.7,22.4,2026,5.2,0.7,0,12.6,26,4,3609,4
1400000US42101017900,179,891,74800,897,864,1817,23875,1699,28.1,17.7,1699,5.7,0.6,5.5,7.4,23.5,4.6,2938,8.8
1400000US42101018001,180.01,706,109600,308,722,1014,35625,756,32.9,33.1,756,2,0,6.7,20.2,29.8,10.7,1654,10.6
1400000US42101018002,180.02,1683,111700,490,868,2185,32298,2347,27.5,27.6,2347,3,2,7.5,12.3,21,5.9,3698,14
1400000US42101018300,183,1358,136300,227,893,1605,41479,1855,25.7,32.3,1855,2,0.5,11.4,8.8,21.8,6.1,2945,13.7
1400000US42101018400,184,665,122000,123,944,788,46636,866,23.2,31.5,866,10.2,1,4.8,8.1,24.9,9,1429,25
1400000US42101018800,188,1457,63600,1083,768,2540,20779,2402,13.9,19.3,2402,1,0.6,4.3,8.2,17.5,7.7,4504,5.3
1400000US42101019000,190,1387,99200,1056,810,2443,29140,2759,7.6,29.4,2759,1.8,0.3,4,4.3,20.2,8.4,4811,3.4
1400000US42101019100,191,2123,94200,421,831,2559,25673,2786,17,26.3,2786,3.6,1.9,2,7.4,21,11.5,4555,9.4
1400000US42101019200,192,1378,55100,1056,844,2434,18780,1999,9.7,27.8,1999,6.6,1.4,3.1,10.5,15.3,6.6,4161,1.5
1400000US42101019501,195.01,580,43800,834,698,1480,15856,1028,13.8,19.2,1028,0,0,0,11,33.2,3,2705,2.6
1400000US42101019502,195.02,515,43400,774,709,1289,16010,1061,11.3,30.1,1061,19.6,0,4.8,11.9,9.6,0,1835,8.6
1400000US42101019700,197,1146,61600,1175,754,2339,20440,2209,18,20.5,2209,0.6,3.6,4.3,10.1,21.4,10.1,3953,5.2
1400000US42101019800,198,1110,49900,629,764,1788,21408,1642,15.2,20.9,1642,4,0,0,7.4,28.6,2.9,3281,5.8
1400000US42101019900,199,796,43100,603,706,1424,18250,1005,10.4,19.1,1005,0.7,2.6,1.3,16.5,19,4.7,2576,2.6
1400000US42101020000,200,212,55000,334,543,546,30577,452,31.6,17.9,452,0,4.9,3.8,10.8,48,4.2,810,10.6
1400000US42101020101,201.01,382,65100,983,521,1519,18994,1331,32.6,16.8,1331,0,0,6.3,5.3,47.6,0.7,2474,1.2
1400000US42101020102,201.02,637,73700,591,690,1336,30769,1224,17.4,29.7,1224,1.1,0,7.9,10.1,24.2,17.2,2125,7.3
1400000US42101020200,202,1079,61300,855,605,1999,21080,1658,19.8,33.9,1658,2.1,0,7.3,11,29.7,9.5,3214,5.1
1400000US42101020300,203,611,56500,389,701,1032,26250,788,9.9,27.9,788,3.4,0,9,8.4,26,5.1,2034,4.5
1400000US42101020400,204,681,49400,501,820,1203,31782,1185,29,15.1,1185,0,0.9,5.1,14,31.8,5.9,1857,9.4
1400000US42101020500,205,458,54400,638,470,1166,20703,921,28,29.1,921,2.8,0,10.9,4.6,38.7,2.6,1848,4.5
1400000US42101020600,206,290,323100,524,828,829,29904,939,55.9,32.7,939,3.3,0,7.3,23.5,35,2.3,1164,66.2
1400000US42101020700,207,1372,228600,759,990,2189,73069,3627,54.7,24.8,3627,1.3,3.2,7.7,16.5,38.7,2.5,3684,54.2
